met_id,met_name,compartment,formula,charge,has_annotation,annotation_keys,has_bigg,has_kegg,has_metanetx,has_chebi,has_hmdb,has_inchikey,has_pubchem,has_seed,has_formula,has_charge,n_reactions,base_name,same_base_annotated,annotated_twin_id
m226[C_pe],trans-hexacos-2-enoyl-CoA_C47H84N7O17P3S,C_pe,C47H84N7O17P3S,0,True,"metanetx.chemical,seed.compound,seedM",False,False,True,False,False,False,False,True,True,True,2,trans-hexacos-2-enoyl-CoA,True,m1454[C_em]
m227[C_pe],hexadec-2-enoyl-CoA_C37H64N7O17P3S,C_pe,C37H64N7O17P3S,0,True,"chebi,hmdb,inchi,inchikey,metanetx.chemical",False,False,True,True,True,True,False,False,True,True,2,hexadec-2-enoyl-CoA,False,
m228[C_pe],stearoyl-CoA_C39H70N7O17P3S,C_pe,C39H70N7O17P3S,0,True,"bigg.metabolite,biggM,metanetx.chemical",True,False,True,False,False,False,False,False,True,True,5,stearoyl-CoA,True,m1409[C_cy]
m229[C_pe],trans-octadec-2-enoyl-CoA_C39H68N7O17P3S,C_pe,C39H68N7O17P3S,0,True,"hmdb,inchi,inchikey,metanetx.chemical",False,False,True,False,True,True,False,False,True,True,2,trans-octadec-2-enoyl-CoA,True,m1450[C_em]
m230[C_pe],trans-tetradec-2-enoyl-CoA_C35H56N7O17P3S,C_pe,C35H56N7O17P3S,0,False,,False,False,False,False,False,False,False,False,True,True,3,trans-tetradec-2-enoyl-CoA,False,
m231[C_em],oleoyl-CoA_C39H68N7O17P3S,C_em,C39H68N7O17P3S,0,False,,False,False,False,False,False,False,False,False,True,True,10,oleoyl-CoA,False,
m232[C_em],episterol_C28H46O,C_em,C28H46O,0,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,lipidmaps,lipidmapsM,metacyc.compound,metacycM,metanetx.chemical,seed.compound,seedM,slm",True,True,True,True,True,True,False,True,True,True,4,episterol,True,m362[C_cy]
m233[C_em],coenzyme A_C21H36N7O16P3S,C_em,C21H36N7O16P3S,0,False,,False,False,False,False,False,False,False,False,True,True,33,coenzyme A,False,
m234[C_em],episteryl oleate_,C_em,,0,False,,False,False,False,False,False,False,False,False,False,True,2,episteryl oleate_,False,
m235[C_em],ergosterol_C28H44O,C_em,C28H44O,0,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,lipidmaps,lipidmapsM,metacyc.compound,metacycM,metanetx.chemical,sabiork.compound,sabiorkM,seed.compound,seedM,slm,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,4,ergosterol,True,m365[C_er]
m236[C_em],ergosteryl oleate_C46H76O2,C_em,C46H76O2,0,True,"chebi,inchi,inchikey,lipidmaps,lipidmapsM,metacyc.compound,metacycM,metanetx.chemical,seed.compound,seedM",False,False,True,True,False,True,False,True,True,True,2,ergosteryl oleate,True,m1581[C_lp]
m237[C_em],fecosterol_C28H46O,C_em,C28H46O,0,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,lipidmaps,lipidmapsM,metacyc.compound,metacycM,metanetx.chemical,sabiork.compound,sabiorkM,seed.compound,seedM,slm,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,4,fecosterol,True,m363[C_cy]
m238[C_em],fecosteryl oleate_C46H78O2,C_em,C46H78O2,0,True,"chebi,inchi,inchikey,lipidmaps,lipidmapsM,metanetx.chemical",False,False,True,True,False,True,False,False,True,True,2,fecosteryl oleate,True,m1587[C_lp]
m239[C_em],lanosterol_C30H50O,C_em,C30H50O,0,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,lipidmaps,lipidmapsM,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,slm,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,4,lanosterol,True,m449[C_cy]
m240[C_em],lanosteryl oleate_,C_em,,0,False,,False,False,False,False,False,False,False,False,False,True,2,lanosteryl oleate_,False,
m241[C_em],zymosterol_C27H44O,C_em,C27H44O,0,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,lipidmaps,lipidmapsM,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,slm,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,4,zymosterol,True,m359[C_cy]
m242[C_em],zymosteryl oleate_C45H76O2,C_em,C45H76O2,0,True,"chebi,inchi,inchikey,lipidmaps,lipidmapsM,metanetx.chemical",False,False,True,True,False,True,False,False,True,True,3,zymosteryl oleate,True,m1593[C_lp]
m243[C_em],palmitoleoyl-CoA_C37H64N7O17P3S,C_em,C37H64N7O17P3S,0,False,,False,False,False,False,False,False,False,False,True,True,8,palmitoleoyl-CoA,False,
m244[C_em],episteryl palmitoleate_,C_em,,0,False,,False,False,False,False,False,False,False,False,False,True,2,episteryl palmitoleate_,False,
m245[C_em],ergosteryl palmitoleate_C44H72O2,C_em,C44H72O2,0,True,"chebi,inchi,inchikey,lipidmaps,lipidmapsM,metanetx.chemical",False,False,True,True,False,True,False,False,True,True,2,ergosteryl palmitoleate,True,m1579[C_lp]
m246[C_em],fecosteryl palmitoleate_C44H74O2,C_em,C44H74O2,0,True,"chebi,inchi,inchikey,lipidmaps,lipidmapsM,metanetx.chemical",False,False,True,True,False,True,False,False,True,True,2,fecosteryl palmitoleate,True,m1585[C_lp]
m247[C_em],lanosteryl palmitoleate_,C_em,,0,False,,False,False,False,False,False,False,False,False,False,True,2,lanosteryl palmitoleate_,False,
m248[C_em],zymosteryl palmitoleate_C43H72O2,C_em,C43H72O2,0,True,"chebi,inchi,inchikey,lipidmaps,lipidmapsM,metanetx.chemical",False,False,True,True,False,True,False,False,True,True,3,zymosteryl palmitoleate,True,m1591[C_lp]
m249[C_er],6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol_C17H28NO17PR2,C_er,C17H28NO17PR2,0,True,"hmdb,inchi,inchikey,metanetx.chemical",False,False,True,False,True,True,False,False,True,True,2,6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol_C17H28NO17PR2,False,
m250[C_er],palmitoyl-CoA_C37H66N7O17P3S,C_er,C37H66N7O17P3S,0,True,"bigg.metabolite,biggM,metanetx.chemical",True,False,True,False,False,False,False,False,True,True,3,palmitoyl-CoA,True,m184[C_pe]
m251[C_er],6-(alpha-D-glucosaminyl)-O-acyl-1-phosphatidyl-1D-myo-inositol_,C_er,,0,False,,False,False,False,False,False,False,False,False,False,True,2,6-(alpha-D-glucosaminyl)-O-acyl-1-phosphatidyl-1D-myo-inositol_,False,
m252[C_er],coenzyme A_C21H36N7O16P3S,C_er,C21H36N7O16P3S,0,False,,False,False,False,False,False,False,False,False,True,True,9,coenzyme A,False,
m253[C_cy],PRPP_C5H8O14P3,C_cy,C5H8O14P3,0,False,,False,False,False,False,False,False,False,False,True,True,14,PRPP,False,
m254[C_cy],adenosine_C10H13N5O4,C_cy,C10H13N5O4,0,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,4,adenosine,True,m909[C_mi]
m255[C_cy],S-adenosyl-L-homocysteine_C14H20N6O5S,C_cy,C14H20N6O5S,0,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,14,S-adenosyl-L-homocysteine,True,m62[C_mi]
m256[C_cy],S-adenosyl-L-methionine_C15H22N6O5S,C_cy,C15H22N6O5S,1,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,17,S-adenosyl-L-methionine,True,m60[C_mi]
m257[C_cy],S-adenosylmethioninamine_C14H23N6O3S,C_cy,C14H23N6O3S,0,False,,False,False,False,False,False,False,False,False,True,True,3,S-adenosylmethioninamine,False,
m258[C_cy],"7,8-diaminononanoate_C9H20N2O2",C_cy,C9H20N2O2,0,False,,False,False,False,False,False,False,False,False,True,True,3,"7,8-diaminononanoate",False,
m259[C_cy],S-adenosyl-4-methylthio-2-oxobutanoate_C15H19N5O6S,C_cy,C15H19N5O6S,-1,True,"bigg.metabolite,biggM,inchi,inchikey,metanetx.chemical,vmhM,vmhmetabolite",True,False,True,False,False,True,False,False,True,True,1,S-adenosyl-4-methylthio-2-oxobutanoate,False,
m260[C_mi],GTP_C10H16N5O14P3,C_mi,C10H16N5O14P3,-4,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,2,GTP,True,m266[C_cy]
m261[C_mi],GDP_C10H15N5O11P2,C_mi,C10H15N5O11P2,-3,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,2,GDP,True,m268[C_cy]
m262[C_cy],5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole_C13H15N4O12P,C_cy,C13H15N4O12P,0,False,,False,False,False,False,False,False,False,False,True,True,2,5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole,False,
m263[C_cy],AICAR_C9H13N4O8P,C_cy,C9H13N4O8P,0,False,,False,False,False,False,False,False,False,False,True,True,3,AICAR,False,
m264[C_cy],fumarate_C4H4O4,C_cy,C4H4O4,-2,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,slm,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,8,fumarate,True,m537[C_mi]
m265[C_cy],adenylo-succinate_C14H14N5O11P,C_cy,C14H14N5O11P,0,False,,False,False,False,False,False,False,False,False,True,True,2,adenylo-succinate,False,
m266[C_cy],GTP_C10H16N5O14P3,C_cy,C10H16N5O14P3,-4,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,16,GTP,True,m260[C_mi]
m267[C_cy],L-aspartate_C4H7NO4,C_cy,C4H7NO4,-1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,20,L-aspartate,True,m329[C_mi]
m268[C_cy],GDP_C10H15N5O11P2,C_cy,C10H15N5O11P2,-3,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,24,GDP,True,m261[C_mi]
m269[C_cy],5'-adenylyl sulfate_C10H14N5O10PS,C_cy,C10H14N5O10PS,0,False,,False,False,False,False,False,False,False,False,True,True,4,5'-adenylyl sulfate,False,
m270[C_cy],3'-phospho-5'-adenylyl sulfate_C10H15N5O13P2S,C_cy,C10H15N5O13P2S,0,False,,False,False,False,False,False,False,False,False,True,True,3,3'-phospho-5'-adenylyl sulfate,False,
m271[C_cy],glyoxylate_C2H2O3,C_cy,C2H2O3,-1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,slm,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,10,glyoxylate,True,m800[C_pe]
m272[C_cy],L-glycine_C2H5NO2,C_cy,C2H5NO2,0,True,"metanetx.chemical,seed.compound,seedM",False,False,True,False,False,False,False,True,True,True,20,L-glycine,True,m155[C_mi]
m273[C_cy],tRNA(Ala)_ActiveX VT_ERROR:,C_cy,,0,False,,False,False,False,False,False,False,False,False,False,True,3,tRNA(Ala)_ActiveX VT_ERROR:,False,
m274[C_cy],Ala-tRNA(Ala)_C13H22NO11PR2(C5H8O6PR)n,C_cy,,0,False,,False,False,False,False,False,False,False,False,False,True,3,Ala-tRNA(Ala)_C13H22NO11PR2(C5H8O6PR)n,False,
m275[C_cy],ethanol_C2H6O,C_cy,C2H6O,0,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,slm,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,5,ethanol,True,m279[C_mi]
m276[C_cy],D-glyceraldehyde_C3H6O3,C_cy,C3H6O3,0,True,"bigg.metabolite,biggM,chebi,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,False,True,False,True,True,True,4,D-glyceraldehyde,False,
m277[C_cy],glycerol_C3H8O3,C_cy,C3H8O3,0,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,8,glycerol,True,m1056[C_ex]
m278[C_mi],acetaldehyde_C2H4O,C_mi,C2H4O,0,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,slm,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,5,acetaldehyde,True,m173[C_cy]
m279[C_mi],ethanol_C2H6O,C_mi,C2H6O,0,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,slm,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,2,ethanol,True,m275[C_cy]
m280[C_cy],3-aminopropanal_C3H7NO,C_cy,C3H7NO,1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,7,3-aminopropanal,False,
m281[C_cy],beta-alanine_C3H7NO2,C_cy,C3H7NO2,0,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,6,beta-alanine,False,
m282[C_cy],"7,8-dihydroneopterin 3'-triphosphate_C9H16N5O13P3",C_cy,C9H16N5O13P3,-4,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,False,True,True,3,"7,8-dihydroneopterin 3'-triphosphate",False,
m283[C_cy],"7,8-dihydroneopterin_C9H13N5O4",C_cy,C9H13N5O4,0,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,sabiork.compound,sabiorkM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,False,True,True,3,"7,8-dihydroneopterin",True,m482[C_mi]
m284[C_cy],allantoate_C4H8N4O4,C_cy,C4H8N4O4,-1,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,3,allantoate,True,m1029[C_ex]
m285[C_cy],urea_CH4N2O,C_cy,CH4N2O,0,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,6,urea,True,m1118[C_ex]
m286[C_cy],ureidoglycolic acid_C3H6N2O4,C_cy,C3H6N2O4,0,False,,False,False,False,False,False,False,False,False,True,True,2,ureidoglycolic acid,False,
m287[C_cy],allantoin_C4H6N4O3,C_cy,C4H6N4O3,0,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,3,allantoin,True,m1030[C_ex]
m288[C_cy],urea-1-carboxylic acid_C2H3N2O3,C_cy,C2H3N2O3,0,False,,False,False,False,False,False,False,False,False,True,True,2,urea-1-carboxylic acid,False,
m289[C_go],beta-D-mannosyldiacetylchitobiosyldiphosphodolichol_C37H66N2O22P2,C_go,C37H66N2O22P2,0,True,"chebi,inchi,inchikey,metanetx.chemical,reactome,reactomeM",False,False,True,True,False,True,False,False,True,True,1,beta-D-mannosyldiacetylchitobiosyldiphosphodolichol,True,m345[C_cy]
m290[C_go],GDP-alpha-D-mannose_C16H23N5O16P2,C_go,C16H23N5O16P2,-2,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,4,GDP-alpha-D-mannose,True,m343[C_cy]
m291[C_go],alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol_C38H68N2O27P2(C5H8)n,C_go,,0,False,,False,False,False,False,False,False,False,False,False,True,1,alpha-D-mannosyl-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol_C38H68N2O27P2(C5H8)n,False,
m292[C_go],GDP_C10H15N5O11P2,C_go,C10H15N5O11P2,-3,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,3,GDP,True,m261[C_mi]
m293[C_go],H+_p+1,C_go,,0,False,,False,False,False,False,False,False,False,False,False,True,6,H+_p+1,False,
m294[C_cy],trehalose_C12H22O11,C_cy,C12H22O11,0,True,"kegg.glycan,keggG,metanetx.chemical",False,False,True,False,False,False,False,False,True,True,9,trehalose,True,m1167[C_ex]
m295[C_cy],D-glucose_C6H12O6,C_cy,C6H12O6,0,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,9,D-glucose,True,m511[C_ex]
m296[C_cy],D-glucose 6-phosphate_C6H13O9P,C_cy,C6H13O9P,-2,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,8,D-glucose 6-phosphate,False,
m297[C_cy],"alpha,alpha-trehalose 6-phosphate_C12H21O14P",C_cy,C12H21O14P,-2,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,kegg.glycan,keggC,keggG,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,2,"alpha,alpha-trehalose 6-phosphate",False,
m298[C_cy],4-guanidinobutanamide_C5H12N4O,C_cy,C5H12N4O,1,True,"bigg.metabolite,biggM,chebi,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,False,True,False,True,True,True,1,4-guanidinobutanamide,False,
m299[C_cy],4-guanidinobutanoic acid_C5H11N3O2,C_cy,C5H11N3O2,0,False,,False,False,False,False,False,False,False,False,True,True,1,4-guanidinobutanoic acid,False,
m300[C_cy],aminoacetone_ActiveX VT_ERROR:,C_cy,,0,False,,False,False,False,False,False,False,False,False,False,True,2,aminoacetone_ActiveX VT_ERROR:,False,
m301[C_cy],hydrogen peroxide_H2O2,C_cy,H2O2,0,False,,False,False,False,False,False,False,False,False,True,True,27,hydrogen peroxide,False,
m302[C_cy],methylglyoxal_C3H4O2,C_cy,C3H4O2,0,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,4,methylglyoxal,False,
m303[C_mi],4-aminobutanal_C4H9NO,C_mi,C4H9NO,1,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,2,4-aminobutanal,True,m469[C_cy]
m304[C_mi],gamma-aminobutyrate_C4H9NO2,C_mi,C4H9NO2,0,False,,False,False,False,False,False,False,False,False,True,True,2,gamma-aminobutyrate,False,
m305[C_cy],anthranilate_C7H7NO2,C_cy,C7H7NO2,-1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,3,anthranilate,False,
m306[C_cy],N-(5-phospho-beta-D-ribosyl)anthranilate_C12H13NO9P,C_cy,C12H13NO9P,-3,True,"bigg.metabolite,biggM,chebi,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,False,True,False,True,True,True,2,N-(5-phospho-beta-D-ribosyl)anthranilate,False,
m307[C_cy],"P(1),P(4)-bis(5'-adenosyl) tetraphosphate_",C_cy,,0,False,,False,False,False,False,False,False,False,False,False,True,2,"P(1),P(4)-bis(5'-adenosyl) tetraphosphate_",False,
m308[C_cy],L-arabinose_C5H10O5,C_cy,C5H10O5,0,True,"chebi,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,seed.compound,seedM,vmhM,vmhmetabolite",False,True,True,True,False,True,False,True,True,True,2,L-arabinose,True,m1283[C_ex]
m309[C_cy],L-arabinitol_C5H12O5,C_cy,C5H12O5,0,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,2,L-arabinitol,True,m1281[C_ex]
m310[C_cy],L-arginine_C6H14N4O2,C_cy,C6H14N4O2,1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,9,L-arginine,True,m316[C_mi]
m311[C_cy],ornithine_C5H13N2O2,C_cy,C5H13N2O2,0,True,"chebi,envipath,envipathM,inchi,inchikey,kegg.compound,keggC,lipidmaps,lipidmapsM,metacyc.compound,metacycM,metanetx.chemical,seed.compound,seedM",False,True,True,True,False,True,False,True,True,True,6,ornithine,True,m851[C_mi]
m312[C_cy],(N(omega)-L-arginino)succinic acid_C10H18N4O6,C_cy,C10H18N4O6,0,False,,False,False,False,False,False,False,False,False,True,True,3,(N(omega)-L-arginino)succinic acid,False,
m313[C_cy],L-citrulline_C6H13N3O3,C_cy,C6H13N3O3,0,True,"inchi,inchikey,metanetx.chemical,vmhM,vmhmetabolite",False,False,True,False,False,True,False,False,True,True,3,L-citrulline,False,
m314[C_cy],tRNA(Arg)_ActiveX VT_ERROR:,C_cy,,0,False,,False,False,False,False,False,False,False,False,False,True,3,tRNA(Arg)_ActiveX VT_ERROR:,False,
m315[C_cy],Arg-tRNA(Arg)_C21H33N9O11PR(C5H8O6PR)n,C_cy,,0,False,,False,False,False,False,False,False,False,False,False,True,3,Arg-tRNA(Arg)_C21H33N9O11PR(C5H8O6PR)n,False,
m316[C_mi],L-arginine_C6H14N4O2,C_mi,C6H14N4O2,1,True,"bigg.metabolite,biggM,chebi,envipath,envipathM,hmdb,inchi,inchikey,kegg.compound,kegg.drug,keggC,keggD,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,2,L-arginine,True,m310[C_cy]
m317[C_mi],"tRNA(Arg), mitchondrial_",C_mi,,0,False,,False,False,False,False,False,False,False,False,False,True,1,"tRNA(Arg), mitchondrial_",False,
m318[C_mi],Arg-tRNA(Arg)_C21H33N9O11PR(C5H8O6PR)n,C_mi,,0,False,,False,False,False,False,False,False,False,False,False,True,1,Arg-tRNA(Arg)_C21H33N9O11PR(C5H8O6PR)n,False,
m319[C_cy],L-asparagine_C4H8N2O3,C_cy,C4H8N2O3,0,True,"bigg.metabolite,biggM,chebi,hmdb,inchi,inchikey,kegg.compound,keggC,metacyc.compound,metacycM,metanetx.chemical,reactome,reactomeM,sabiork.compound,sabiorkM,seed.compound,seedM,vmhM,vmhmetabolite",True,True,True,True,True,True,False,True,True,True,11,L-asparagine,True,m322[C_mi]
m320[C_cy],tRNA(Asn)_ActiveX VT_ERROR:,C_cy,,0,False,,False,False,False,False,False,False,False,False,False,True,3,tRNA(Asn)_ActiveX VT_ERROR:,False,
