reaction_id,reaction_name,type,n_metabolites,compartments,gene_reaction_rule,metabolite_mnxm_ids,metabolite_bigg_ids
R1690,"lignoceric acid transport, cell envelope-ER membrane",transport,2,"C_em,C_en",,"MNXM100400,MNXM100400","—,—"
R1691,"cerotic acid transport, cell envelope-ER membrane",transport,2,"C_em,C_en",,"MNXM100479,MNXM100479","—,—"
R1692,"zymosteryl palmitoleate transport, ER membrane-cell envelope",transport,2,"C_em,C_en",,"MNXM89473,MNXM89473","—,—"
R1693,"zymosteryl oleate transport, ER membrane-cell envelope",transport,2,"C_em,C_en",,"MNXM89472,MNXM89472","—,—"
R1694,"lignoceric acid transport, ER membrane-ER",transport,2,"C_em,C_er",,"MNXM100400,MNXM100400","—,—"
R1695,"cerotic acid transport, ER membrane-ER",transport,2,"C_em,C_er",,"MNXM100479,MNXM100479","—,—"
R1704,"phosphatidyl-L-serine transport, ER membrane-cytoplasm",transport,2,"C_cy,C_em",,"MNXM1371412,MNXM1371412","—,—"
R1706,"phosphatidylethanolamine transport, ER membrane-cytoplasm",transport,2,"C_cy,C_em",,"MNXM1093921,MNXM1093921","pe_LM,pe_LM"
R1709,heme a transport,transport,2,"C_cy,C_mi",,"MNXM737850,MNXM737850","hemeA,hemeA"
R1710,yeast 8 biomass pseudoreaction,transport,64,"C_cy,C_en",,"MNXM165456,WATER,MNXM728294,MNXM432,MNXM1101285,MNXM1103302,MNXM3,MNXM1104823,MNXM741211,MNXM1106024,MNXM741232,MNXM741178,MNXM164570,MNXM1560576,MNXM729661,MNXM266,MNXM736654,MNXM257,MNXM738130,MNXM741207,—,MNXM741184,MNXM741220,MNXM741227,MNXM739508,MNXM741245,MNXM28,MNXM741198,MNXM732985,MNXM270,MNXM165150,—,MNXM741237,MNXM741201,MNXM741217,MNXM741268,MNXM733735,MNXM1108024,MNXM1092077,MNXM737850,MNXM1,MNXM9,MNXM40333,MNXM1091267,MNXM1091268,MNXM1091269,MNXM1091270,MNXM1091271,MNXM1091272,MNXM1091273,MNXM1091274,MNXM1091275,MNXM1091276,MNXM1091234,MNXM1091290,MNXM1091277,MNXM1091278,MNXM1091292,MNXM1091279,MNXM1091280,MNXM1091281,MNXM1091294,MNXM1091282,BIOMASS","16BDglcn,h2o,amp,damp,gmp,cmp,atp,ump,—,—,—,—,—,—,—,dcmp,dgmp,dtmp,glycogen,—,—,—,—,—,—,—,—,—,—,ribflv,—,—,—,—,—,—,—,—,LIPID,hemeA,h,pi,adp,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—"
R1719,"lysoPI acyltransferase, ER membrane",has_GPR,4,C_em,YALI1F04157g,"MNXM1136895,—,MNXM1094981,MNXM1364164","—,—,—,—"
R1720,DAG kinase,has_GPR,5,C_em,YALI1F25444g,"MNXM1103718,MNXM1509522,MNXM1,MNXM1093594,MNXM1102191","ctp,—,h,pa_LM,cdp"
R1722,PGP phosphatase,has_GPR,4,C_mm,YALI1A13994g,"WATER,—,MNXM9,MNXM1107655","h2o,—,pi,—"
R1723,CL phospholipase,has_GPR,5,C_mm,YALI1D22083g,"WATER,MNXM1563931,MNXM1,—,MNXM739606","h2o,—,h,—,—"
R1724,MLCL:PC acyltransferase,has_GPR,4,C_mm,YALI1C19814g,"MNXM1093823,—,MNXM1107996,MNXM1563931","pc_TB,—,—,—"
R1727,"lysoPC acyltransferase, mitochondrial membrane",no_GPR,4,C_mm,,"MNXM1107996,MNXM1136895,MNXM1093823,MNXM1094981","—,—,pc_TB,—"
R1728,PE diacylglycerol acyltransferase,has_GPR,4,C_em,YALI1E20049g,"MNXM1093921,MNXM1509522,MNXM1564104,—","pe_LM,—,—,—"
R1729,PC diacylglycerol acyltransferase,has_GPR,4,C_em,YALI1E20049g,"MNXM1093823,MNXM1509522,MNXM1564104,MNXM1107996","pc_TB,—,—,—"
R1742,PG phospholipase C,has_GPR,5,C_mm,YALI1F11605g,"WATER,MNXM1107655,MNXM1,MNXM730002,MNXM1509522","h2o,—,h,—,—"
R1746,PI 3-P phosphatase,has_GPR,4,C_em,YALI1D07665g,"WATER,MNXM1105904,MNXM9,MNXM1364164","h2o,—,pi,—"
R1747,PI 3-P phosphatase,has_GPR,4,C_gm,YALI1D07665g,"WATER,MNXM1105904,MNXM9,MNXM1364164","h2o,—,pi,—"
R1750,PI 4-P phosphatase,has_GPR,4,C_em,YALI1D07665g,"WATER,MNXM1105932,MNXM9,MNXM1364164","h2o,—,pi,—"
R1751,PI 4-P phosphatase,has_GPR,4,C_gm,YALI1D07665g,"WATER,MNXM1105932,MNXM9,MNXM1364164","h2o,—,pi,—"
R1756,"PI 4,5-P2 phosphatase",has_GPR,4,C_em,YALI1F16045g,"WATER,MNXM1364194,MNXM9,MNXM1105932","h2o,—,pi,—"
R1757,"PI 3,5-P2 phosphatase",has_GPR,4,C_vm,YALI1E39248g and YALI1B29562g,"MNXM1106010,WATER,MNXM1105904,MNXM9","—,h2o,—,pi"
R1758,DGPP phosphatase,has_GPR,5,C_vm,YALI1B19107g,"WATER,MNXM733511,MNXM1,MNXM9,MNXM1093594","h2o,—,h,pi,pa_LM"
R1759,DGPP phosphatase,has_GPR,5,C_gm,YALI1B19107g,"WATER,MNXM733511,MNXM1,MNXM9,MNXM1093594","h2o,—,h,pi,pa_LM"
R1760,"lysoPA phosphatase, cytoplasm",has_GPR,4,C_cy,YALI1F34187g,"WATER,MNXM1091645,MNXM9,—","h2o,1ag3p,pi,—"
R1761,"lysoPA phosphatase, vacuolar membrane",has_GPR,4,C_vm,YALI1B19107g,"WATER,MNXM1091645,MNXM9,—","h2o,1ag3p,pi,—"
R1762,"lysoPA phosphatase, Golgi membrane",has_GPR,4,C_gm,YALI1B19107g,"WATER,MNXM1091645,MNXM9,—","h2o,1ag3p,pi,—"
R1764,"DAG lipase, mitochondrion",has_GPR,5,C_mi,YALI1E37118g,"WATER,MNXM1509522,MNXM1,—,MNXM739606","h2o,—,h,—,—"
R1765,MAG lipase,has_GPR,5,C_lp,YALI1C20224g,"WATER,—,MNXM1,MNXM89612,MNXM739606","h2o,—,h,glyc,—"
R1773,diacylglycerol pyrophosphate phosphatase,has_GPR,4,C_em,YALI1D35593g,"MNXM1093594,WATER,MNXM9,MNXM1509522","pa_LM,h2o,pi,—"
R1774,diacylglycerol pyrophosphate phosphatase,has_GPR,4,C_vm,YALI1B19107g,"WATER,MNXM1093594,MNXM9,MNXM1509522","h2o,pa_LM,pi,—"
R1775,diacylglycerol pyrophosphate phosphatase,has_GPR,4,C_gm,YALI1B19107g,"WATER,MNXM1093594,MNXM9,MNXM1509522","h2o,pa_LM,pi,—"
R1776,"diglyceride transport, cytoplasm-ER membrane",transport,2,"C_cy,C_em",,"MNXM1509522,MNXM1509522","—,—"
R1778,"diglyceride transport, cytoplasm-lipid particle",transport,2,"C_cy,C_lp",,"MNXM1509522,MNXM1509522","—,—"
