gene_id,ec_number,mnxr_id,bigg_reaction,kegg_reaction,metacyc_reaction,in_model,missing_metabolites,equation
YALI1E35815g,1.2.1.41,MNXR99898,R_G5SD2,,,no,MNXM1|MNXM1093051|MNXM1280|MNXM8,1 MNXM1093051@MNXD1 + 1 MNXM8@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM10@MNXD1 + 1 MNXM1280@MNXD1 + 1 MNXM1@MNXD1
YALI1E35815g,1.2.1.41,MNXR180451,,,,no,MNXM1105060|MNXM525958|WATER,1 MNXM1105060@MNXD1 + 1 MNXM5@MNXD1 + 1 MNXM9@MNXD1 + 1 WATER@MNXD1 = 1 MNXM525958@MNXD1 + 1 MNXM738702@MNXD1
YALI1E35815g,1.2.1.41,MNXR134428,,,,no,MNXM1|MNXM1453|MNXM4027,1 MNXM1453@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM5@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM4027@MNXD1 + 1 MNXM738702@MNXD1
YALI1E35815g,1.2.1.41,MNXR99896,R_G5SDym,R03313,GLUTSEMIALDEHYDROG-RXN,yes,,1 MNXM1093051@MNXD1 + 1 MNXM5@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1280@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM738702@MNXD1
YALI1A09694g,1.4.4.2,MNXR100065,R_GCC2am,,,no,MNXM1024|MNXM13|MNXM29,1 MNXM1024@MNXD1 + 1 MNXM29@MNXD1 = 1 MNXM13@MNXD1 + 1 MNXM81220@MNXD1
YALI1A09694g,1.4.4.2,MNXR144962,,,,no,MNXM13|MNXM29|MNXM740463|MNXM741248,1 MNXM13@MNXD1 + 1 MNXM740463@MNXD1 = 1 MNXM29@MNXD1 + 1 MNXM741248@MNXD1
YALI1A09694g,1.4.4.2,MNXR144963,,,,no,MNXM13|MNXM29|MNXM740461|MNXM741253,1 MNXM13@MNXD1 + 1 MNXM740461@MNXD1 = 1 MNXM29@MNXD1 + 1 MNXM741253@MNXD1
YALI1A09694g,1.4.4.2,MNXR144961,,R03425,,no,MNXM13|MNXM29|MNXM740462|MNXM741249,1 MNXM13@MNXD1 + 1 MNXM740462@MNXD1 = 1 MNXM29@MNXD1 + 1 MNXM741249@MNXD1
YALI1A09694g,1.4.4.2,MNXR188141,R_GLYCLm,R01221,,no,MNXM1102150|MNXM1103936|MNXM13|MNXM29|MNXM729302|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1102150@MNXD1 + 1 MNXM13@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM1103936@MNXD1 + 1 MNXM29@MNXD1 + 1 MNXM8@MNXD1
YALI1A09694g,1.4.4.2,MNXR115908,,,GCVP-RXN,no,MNXM13|MNXM2628|MNXM29|MNXM7712,1 MNXM13@MNXD1 + 1 MNXM2628@MNXD1 = 1 MNXM29@MNXD1 + 1 MNXM7712@MNXD1
YALI1A09694g,1.4.4.2,MNXR144960,R_GLYDHD,,,no,MNXM13|MNXM29|MNXM740461|MNXM741247,1 MNXM13@MNXD1 + 1 MNXM740461@MNXD1 = 1 MNXM29@MNXD1 + 1 MNXM741247@MNXD1
YALI1A09694g,1.4.4.2,MNXR166338,,,,no,MNXM1090147|MNXM1090148|MNXM13|MNXM29,1 MNXM1090147@MNXD1 + 1 MNXM29@MNXD1 = 1 MNXM1090148@MNXD1 + 1 MNXM13@MNXD1
YALI1E30496g,3.5.4.3,MNXR135473,,,,no,MNXM11220|MNXM7215|MNXM729302|WATER,1 MNXM11220@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM7215@MNXD1 + 1 WATER@MNXD1
YALI1E30496g,3.5.4.3,MNXR145141,R_GUAD_1,R01676,GUANINE-DEAMINASE-RXN,yes,,1 MNXM174@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM733114@MNXD1 + 1 WATER@MNXD1
YALI1E30496g,3.5.4.3,MNXR196849,,,RXN-15261,no,MNXM1|MNXM1363714|MNXM50809|MNXM729302|WATER,1 MNXM1363714@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM50809@MNXD1 + 1 WATER@MNXD1
YALI1A15879g,1.1.1.23,MNXR147964,,R03012,HISTOLDEHYD-RXN,no,MNXM1|MNXM735455|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM735455@MNXD1 = 1 MNXM1281@MNXD1 + 1 MNXM8@MNXD1
YALI1A15879g,1.1.1.23,MNXR100587,R_HISTD,R01158,RXN-8001,yes,,2 MNXM10@MNXD1 + 1 MNXM1107769@MNXD1 + 3 MNXM1@MNXD1 = 1 MNXM1281@MNXD1 + 2 MNXM8@MNXD1 + 1 WATER@MNXD1
YALI1A15879g,1.1.1.23,MNXR147168,,R01163,HISTALDEHYD-RXN,no,MNXM1|MNXM735455|MNXM8|WATER,1 MNXM10@MNXD1 + 1 MNXM1107769@MNXD1 + 2 MNXM1@MNXD1 = 1 MNXM735455@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
YALI1A15879g,1.1.1.23,MNXR135087,,,,no,MNXM735455|MNXM8|WATER,2 MNXM10@MNXD1 + 1 MNXM1107769@MNXD1 = 1 MNXM735455@MNXD1 + 2 MNXM8@MNXD1 + 1 WATER@MNXD1
YALI1A15879g,1.1.1.23,MNXR129837,,,,no,MNXM167982|MNXM732015|MNXM8|WATER,2 MNXM10@MNXD1 + 1 MNXM732015@MNXD1 = 1 MNXM167982@MNXD1 + 2 MNXM8@MNXD1 + 1 WATER@MNXD1
YALI1A15879g,3.5.4.19,MNXR146119,,R04037,HISTCYCLOHYD-RXN,no,MNXM1397|MNXM729422|WATER,1 MNXM1397@MNXD1 = 1 MNXM729422@MNXD1 + 1 WATER@MNXD1
YALI1A15879g,3.5.4.19,MNXR146118,R_PRAMPC_1,,,yes,,1 MNXM1397@MNXD1 + 3 MNXM1@MNXD1 = 1 MNXM729421@MNXD1 + 1 WATER@MNXD1
YALI1A15879g,3.6.1.31,MNXR146121,,R04035,HISTPRATPHYD-RXN,no,MNXM1|MNXM1371119|MNXM729422|WATER,1 MNXM11@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM729422@MNXD1 = 1 MNXM1371119@MNXD1 + 1 WATER@MNXD1
YALI1A15879g,3.6.1.31,MNXR146120,R_PRATPP_1,,,yes,,1 MNXM11@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM729421@MNXD1 = 1 MNXM1371118@MNXD1 + 1 WATER@MNXD1
YALI1A15879g,3.6.1.31,MNXR180487,,,,no,MNXM589173|MNXM729422|WATER,1 MNXM11@MNXD1 + 1 MNXM729422@MNXD1 = 1 MNXM589173@MNXD1 + 1 WATER@MNXD1
YALI1E01793g,2.6.1.9,MNXR105000,TYRTAip,R00734,TYROSINE-AMINOTRANSFERASE-RXN,yes,,1 MNXM1368744@MNXD1 + 1 MNXM76@MNXD1 = 1 MNXM153@MNXD1 + 1 MNXM741173@MNXD1
YALI1E01793g,2.6.1.9,MNXR95852,R_HSTPTr,R03243,HISTAMINOTRANS-RXN,yes,,1 MNXM1368744@MNXD1 + 1 MNXM1482@MNXD1 = 1 MNXM1456@MNXD1 + 1 MNXM741173@MNXD1
YALI1E01793g,2.6.1.9,MNXR146599,TRPTA,R00684,TRYPTOPHAN-AMINOTRANSFERASE-RXN,yes,,1 MNXM1368744@MNXD1 + 1 MNXM741553@MNXD1 = 1 MNXM315@MNXD1 + 1 MNXM741173@MNXD1
YALI1E01793g,2.6.1.9,MNXR126234,R_POATh,R00694,RXN-10814,yes,,1 MNXM1368744@MNXD1 + 1 MNXM741664@MNXD1 = 1 MNXM730221@MNXD1 + 1 MNXM741173@MNXD1
YALI1E01793g,2.6.1.9,MNXR180489,,,,no,MNXM1456|MNXM527156,1 MNXM1368744@MNXD1 + 1 MNXM527156@MNXD1 = 1 MNXM1456@MNXD1 + 1 MNXM741173@MNXD1
YALI1E08530g,2.7.1.158,MNXR192570,R_MI13456PKn,R05202,RXN-7163,yes,,1 MNXM1104075@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1364235@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1
YALI1A00309g,6.1.1.5,MNXR200412,,,RXN-23944,no,MNXM1563164|MNXM90879,1 MNXM11@MNXD1 + 1 MNXM1563164@MNXD1 + 1 MNXM728294@MNXD1 = 1 MNXM199@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM90879@MNXD1
YALI1A00309g,6.1.1.5,MNXR145294,,,,no,MNXM741225|MNXM90879,1 MNXM11@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM741225@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM728337@MNXD1 + 1 MNXM90879@MNXD1
YALI1A00309g,6.1.1.5,MNXR145292,R_ILETRSm,,,yes,,1 MNXM11@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM741224@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM728337@MNXD1 + 1 MNXM90879@MNXD1
YALI1A00309g,6.1.1.5,MNXR165442,,,,no,MNXM1091276|MNXM741224,1 MNXM1091276@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM728337@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM741224@MNXD1
YALI1A00309g,6.1.1.5,MNXR115986,,,ISOLEUCINE--TRNA-LIGASE-RXN,no,MNXM16648|MNXM90879,1 MNXM11@MNXD1 + 1 MNXM16648@MNXD1 + 1 MNXM728294@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM728337@MNXD1 + 1 MNXM90879@MNXD1
YALI1A00309g,6.1.1.5,MNXR145293,,R03656,,no,MNXM741223|MNXM90879,1 MNXM11@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM741223@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM728337@MNXD1 + 1 MNXM90879@MNXD1
YALI1A00309g,6.1.1.5,MNXR132260,,,,no,MNXM168026,1 MNXM11@MNXD1 + 1 MNXM168026@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM728337@MNXD1
YALI1A00309g,6.1.1.5,MNXR145295,,,,no,MNXM741226|MNXM90879,1 MNXM11@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM741226@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM728337@MNXD1 + 1 MNXM90879@MNXD1
YALI1A00309g,6.1.1.5,MNXR187879,,,,no,MNXM90879,1 MNXM11@MNXD1 + 1 MNXM728294@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM728337@MNXD1 + 1 MNXM90879@MNXD1
YALI1E28575g,6.2.1.5,MNXR199687,,,RXN-22974,no,MNXM1104115|MNXM2800|MNXM727276,1 MNXM1104115@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2800@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM727276@MNXD1
YALI1E28575g,6.2.1.5,MNXR188878,SUCOASm,R00405,SUCCCOASYN-RXN,no,MNXM727276,1 MNXM1104774@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM25@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM727276@MNXD1
YALI1E28575g,6.2.1.5,MNXR180388,,,,no,MNXM727276,1 MNXM1104774@MNXD1 + 1 MNXM40333@MNXD1 = 1 MNXM25@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM727276@MNXD1
YALI1E28575g,6.2.1.5,MNXR188281,R_ITCOALm,R02404,,no,MNXM727276,1 MNXM1104182@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1747@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM727276@MNXD1
YALI1A22440g,4.1.2.48,MNXR104833,THRA_m,R00751,THREONINE-ALDOLASE-RXN,yes,,1 MNXM142@MNXD1 = 1 MNXM29@MNXD1 + 1 MNXM75@MNXD1
YALI1A22440g,4.1.2.48,MNXR123321,R_4HTHRA,,RXN0-6563,no,MNXM29,1 MNXM1802@MNXD1 = 1 MNXM29@MNXD1 + 1 MNXM734590@MNXD1
YALI1A22440g,4.1.2.48,MNXR104834,THRA2,R06171,LTAA-RXN,yes,,1 MNXM2125@MNXD1 = 1 MNXM29@MNXD1 + 1 MNXM75@MNXD1
YALI1E07676g,1.2.1.31,MNXR114957,,,1.2.1.31-RXN,no,MNXM1364547|MNXM137|MNXM162231|WATER,1 MNXM1364547@MNXD1 + 1 MNXM137@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1368894@MNXD1 + 1 MNXM162231@MNXD1
YALI1E07676g,1.2.1.31,MNXR148701,,R04390,,no,MNXM1364547|MNXM163411|MNXM5612,1 MNXM1364547@MNXD1 + 1 MNXM163411@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM5612@MNXD1 + 1 MNXM738702@MNXD1
YALI1E07676g,1.2.1.31,MNXR116546,,,RXN-10855,no,MNXM137|MNXM162231|MNXM748|WATER,1 MNXM1368894@MNXD1 + 1 MNXM162231@MNXD1 = 1 MNXM137@MNXD1 + 1 MNXM748@MNXD1 + 2 WATER@MNXD1
YALI1E07676g,1.2.1.31,MNXR109173,,R04863,,no,MNXM163411|MNXM5612|MNXM735133,1 MNXM163411@MNXD1 + 1 MNXM735133@MNXD1 = 1 MNXM5612@MNXD1 + 1 MNXM728294@MNXD1
YALI1E07676g,1.2.1.31,MNXR114530,,R11232,,no,MNXM1|MNXM748|WATER,1 MNXM1368894@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM5@MNXD1 + 1 MNXM748@MNXD1 + 2 WATER@MNXD1
YALI1E07676g,1.2.1.31,MNXR147607,R_AADSACYCL,R02317,RXN-8173,no,MNXM1|MNXM1364547|MNXM748|WATER,1 MNXM1364547@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM748@MNXD1 + 1 WATER@MNXD1
YALI1E07676g,1.2.1.31,MNXR95751,R_ALDD3,,,no,MNXM1|MNXM8|MNXM821|WATER,1 MNXM1094052@MNXD1 + 1 MNXM10@MNXD1 + 2 MNXM1@MNXD1 = 1 MNXM821@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
YALI1E07676g,1.2.1.31,MNXR96365,R_BZDH,R01486,BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN,no,MNXM1|MNXM217|MNXM371|MNXM8|WATER,1 MNXM10@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM217@MNXD1 = 1 MNXM371@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
YALI1E07676g,1.2.1.31,MNXR95749,R_ALDD2xm,R00710,RXN66-3,yes,,1 MNXM10@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM26@MNXD1 = 1 MNXM75@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
YALI1E07676g,1.2.1.31,MNXR107947,,R03098,,no,MNXM1|MNXM735133,1 MNXM11@MNXD1 + 1 MNXM735133@MNXD1 = 1 MNXM1368894@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM3@MNXD1
YALI1E07676g,1.2.1.31,MNXR152722,R_AASAD2,,,no,MNXM1|MNXM1364547|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1368894@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM1364547@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM8@MNXD1
YALI1E07676g,1.2.1.31,MNXR180374,,,,no,MNXM1364547|MNXM726792|MNXM8|WATER,1 MNXM10@MNXD1 + 1 MNXM726792@MNXD1 = 1 MNXM1364547@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
YALI1E07676g,1.2.1.31,MNXR151528,R_AASAD3m,R03102,ALLYSINE-DEHYDROG-RXN,no,MNXM1|MNXM1364547|MNXM8|WATER,1 MNXM10@MNXD1 + 1 MNXM1368894@MNXD1 + 2 MNXM1@MNXD1 = 1 MNXM1364547@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
YALI1E07676g,1.2.1.31,MNXR148006,R_AASDH1_c,R03103,,yes,,1 MNXM1364547@MNXD1 + 1 MNXM5@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1368894@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM738702@MNXD1
YALI1E07676g,1.2.1.31,MNXR114529,,R11231,RXN-8162,no,MNXM1|MNXM748|MNXM8|WATER,1 MNXM10@MNXD1 + 1 MNXM1368894@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM748@MNXD1 + 1 MNXM8@MNXD1 + 2 WATER@MNXD1
YALI1E07676g,1.2.1.95,MNXR172435,,,,no,MNXM1099908|MNXM2800,1 MNXM1099908@MNXD1 + 1 MNXM11@MNXD1 = 1 MNXM2800@MNXD1 + 1 MNXM3@MNXD1
YALI1E07676g,1.2.1.95,MNXR172433,,,,no,MNXM1099905|MNXM1099906,1 MNXM1099905@MNXD1 + 1 MNXM11@MNXD1 = 1 MNXM1099906@MNXD1 + 1 MNXM3@MNXD1
YALI1E07676g,1.2.1.95,MNXR172434,,,,no,MNXM1099907|MNXM727008,1 MNXM1099907@MNXD1 + 1 MNXM11@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM727008@MNXD1
YALI1E07676g,1.2.1.95,MNXR152720,R_AASAD1,R11679,RXN-16756,no,MNXM1|MNXM1364547,1 MNXM11@MNXD1 + 1 MNXM1364547@MNXD1 + 1 MNXM5@MNXD1 + 1 MNXM728294@MNXD1 = 1 MNXM1368894@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM738702@MNXD1
YALI1E11510g,2.7.8.7,MNXR164361,,,RXN-19493,no,MNXM1|MNXM1089672|MNXM1089763|MNXM1103458|MNXM727276,1 MNXM1089672@MNXD1 + 1 MNXM727276@MNXD1 = 1 MNXM1089763@MNXD1 + 1 MNXM1103458@MNXD1 + 1 MNXM1@MNXD1
YALI1E11510g,2.7.8.7,MNXR116452,,,RXN-10674,no,MNXM1|MNXM1103458|MNXM16117|MNXM727276|MNXM7434,1 MNXM1103458@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM7434@MNXD1 = 1 MNXM16117@MNXD1 + 1 MNXM727276@MNXD1
YALI1E11510g,2.7.8.7,MNXR116633,,,RXN-10994,no,MNXM1|MNXM1103458|MNXM147011|MNXM727276|MNXM9232,1 MNXM1103458@MNXD1 + 1 MNXM147011@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM727276@MNXD1 + 1 MNXM9232@MNXD1
YALI1E11510g,2.7.8.7,MNXR147385,,,HOLO-ACP-SYNTH-RXN,no,MNXM1|MNXM1089659|MNXM1089660|MNXM1103458|MNXM727276,1 MNXM1089659@MNXD1 + 1 MNXM727276@MNXD1 = 1 MNXM1089660@MNXD1 + 1 MNXM1103458@MNXD1 + 1 MNXM1@MNXD1
YALI1E11510g,2.7.8.7,MNXR120358,,,RXN-16759,no,MNXM1|MNXM1103458|MNXM147419|MNXM148909|MNXM727276,1 MNXM1103458@MNXD1 + 1 MNXM147419@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM148909@MNXD1 + 1 MNXM727276@MNXD1
YALI1E11510g,2.7.8.7,MNXR165507,,,,no,MNXM1091285|MNXM1091286|MNXM1103458|MNXM727276,1 MNXM1091285@MNXD1 + 1 MNXM1103458@MNXD1 = 1 MNXM1091286@MNXD1 + 1 MNXM727276@MNXD1
YALI1E11510g,2.7.8.7,MNXR147384,,R01625,,no,MNXM1103458|MNXM727276|MNXM740694|MNXM91491,1 MNXM1103458@MNXD1 + 1 MNXM740694@MNXD1 = 1 MNXM727276@MNXD1 + 1 MNXM91491@MNXD1
YALI1E11510g,2.7.8.7,MNXR115861,,,ENTDB-RXN,no,MNXM1|MNXM1103458|MNXM147417|MNXM148907|MNXM727276,1 MNXM1103458@MNXD1 + 1 MNXM147417@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM148907@MNXD1 + 1 MNXM727276@MNXD1
YALI1E11510g,2.7.8.7,MNXR183664,,,,no,MNXM1103458|MNXM727276|MNXM96087,1 MNXM1103458@MNXD1 + 1 MNXM740696@MNXD1 = 1 MNXM727276@MNXD1 + 1 MNXM96087@MNXD1
YALI1E11510g,2.7.8.7,MNXR129772,,,,no,MNXM1103458|MNXM4845|MNXM91491,1 MNXM1103458@MNXD1 + 1 MNXM4845@MNXD1 = 1 MNXM1104266@MNXD1 + 1 MNXM91491@MNXD1
YALI1E11510g,2.7.8.7,MNXR164349,,,RXN-19477,no,MNXM1|MNXM1089869|MNXM1089877|MNXM1103458|MNXM727276,1 MNXM1089869@MNXD1 + 1 MNXM727276@MNXD1 = 1 MNXM1089877@MNXD1 + 1 MNXM1103458@MNXD1 + 1 MNXM1@MNXD1
YALI1E11510g,2.7.8.7,MNXR147386,,,,no,MNXM1103458|MNXM727276|MNXM740692|MNXM91491,1 MNXM1103458@MNXD1 + 1 MNXM740692@MNXD1 = 1 MNXM727276@MNXD1 + 1 MNXM91491@MNXD1
YALI1E11510g,2.7.8.7,MNXR152858,r0368,,,no,MNXM1103458|MNXM2214|MNXM727276|MNXM740692,1 MNXM1103458@MNXD1 + 1 MNXM740692@MNXD1 = 1 MNXM2214@MNXD1 + 1 MNXM727276@MNXD1
YALI1E11510g,2.7.8.7,MNXR152859,,,,no,MNXM1103458|MNXM2214|MNXM727276,1 MNXM1103458@MNXD1 + 1 MNXM740696@MNXD1 = 1 MNXM2214@MNXD1 + 1 MNXM727276@MNXD1
YALI1E11510g,2.7.8.7,MNXR119687,,,RXN-15889,no,MNXM1|MNXM1103458|MNXM147418|MNXM148908|MNXM727276,1 MNXM1103458@MNXD1 + 1 MNXM147418@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM148908@MNXD1 + 1 MNXM727276@MNXD1
YALI1E12987g,4.3.1.17,MNXR114399,,R11099,RXN-15127,no,MNXM729302|MNXM734498|WATER,1 MNXM23@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM734498@MNXD1 + 1 WATER@MNXD1
YALI1E12987g,4.3.1.17,MNXR114400,,R11100,RXN-15124,no,MNXM734498|MNXM734499,1 MNXM734498@MNXD1 = 1 MNXM734499@MNXD1
YALI1E12987g,4.3.1.17,MNXR146410,THRAL,R00220,4.3.1.17-RXN,yes,,1 MNXM23@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM737787@MNXD1
YALI1E12987g,4.3.1.17,MNXR104344,SERHL,R00590,RXN-15125,yes,,1 MNXM734499@MNXD1 + 1 WATER@MNXD1 = 1 MNXM737787@MNXD1
YALI1E12987g,4.3.1.17,MNXR149436,,R06131,,no,MNXM729302|MNXM730321|MNXM735846,1 MNXM729302@MNXD1 + 1 MNXM730321@MNXD1 = 1 MNXM735846@MNXD1
YALI1E12987g,4.3.1.17,MNXR104714,THRD_Lm,R00996,THREDEHYD-RXN,yes,,1 MNXM142@MNXD1 = 1 MNXM159@MNXD1 + 1 MNXM729302@MNXD1
YALI1E12987g,4.3.1.17,MNXR94778,R_2AMACHYD,R08698,RXN-8899,no,MNXM729302|MNXM734499|WATER,1 MNXM23@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM734499@MNXD1 + 1 WATER@MNXD1
YALI1E12987g,4.3.1.17,MNXR149437,,,,no,MNXM729302|MNXM730326|MNXM735847,1 MNXM729302@MNXD1 + 1 MNXM730326@MNXD1 = 1 MNXM735847@MNXD1
YALI1E28631g,4.4.1.5,MNXR130054,,,,no,MNXM167827|MNXM169068,1 MNXM167827@MNXD1 = 1 MNXM169068@MNXD1
YALI1E28631g,4.4.1.5,MNXR130870,,,,no,MNXM164251|MNXM166192,1 MNXM164251@MNXD1 + 1 MNXM490899@MNXD1 = 1 MNXM166192@MNXD1
YALI1E28631g,4.4.1.5,MNXR130093,,,,no,MNXM165348|MNXM167937,1 MNXM165348@MNXD1 = 1 MNXM167937@MNXD1
YALI1E28631g,4.4.1.5,MNXR130871,,,,no,MNXM164308|MNXM166399,1 MNXM164308@MNXD1 + 1 MNXM490899@MNXD1 = 1 MNXM166399@MNXD1
YALI1E28631g,4.4.1.5,MNXR130044,,,,no,MNXM167828|MNXM169069,1 MNXM167828@MNXD1 = 1 MNXM169069@MNXD1
YALI1E28631g,4.4.1.5,MNXR130869,,,,no,MNXM164084|MNXM165614,1 MNXM164084@MNXD1 + 1 MNXM490899@MNXD1 = 1 MNXM165614@MNXD1
YALI1E28631g,4.4.1.5,MNXR130875,,,,no,MNXM166167|MNXM32014,1 MNXM166167@MNXD1 = 1 MNXM32014@MNXD1 + 1 MNXM490899@MNXD1
YALI1E28631g,4.4.1.5,MNXR130100,,,,no,MNXM167823|MNXM169071,1 MNXM167823@MNXD1 = 1 MNXM169071@MNXD1
YALI1E28631g,4.4.1.5,MNXR130047,,,,no,MNXM168617|MNXM169070,1 MNXM168617@MNXD1 = 1 MNXM169070@MNXD1
YALI1E28631g,4.4.1.5,MNXR130098,,,,no,MNXM165605|MNXM34488,1 MNXM165605@MNXD1 = 1 MNXM34488@MNXD1 + 1 MNXM490899@MNXD1
YALI1E28631g,4.4.1.5,MNXR130874,,,,no,MNXM168768|MNXM168769,1 MNXM168768@MNXD1 = 1 MNXM168769@MNXD1 + 1 MNXM490899@MNXD1
YALI1E28631g,4.4.1.5,MNXR130084,,,,no,MNXM167938|MNXM169073,1 MNXM167938@MNXD1 = 1 MNXM169073@MNXD1
YALI1E28631g,4.4.1.5,MNXR130872,,,,no,MNXM164311|MNXM166413,1 MNXM164311@MNXD1 + 1 MNXM490899@MNXD1 = 1 MNXM166413@MNXD1
YALI1E28631g,4.4.1.5,MNXR130040,,,,no,MNXM165126|MNXM75004,1 MNXM165126@MNXD1 = 1 MNXM490899@MNXD1 + 1 MNXM75004@MNXD1
YALI1E28631g,4.4.1.5,MNXR130055,,,,no,MNXM163995|MNXM169345,1 MNXM163995@MNXD1 = 1 MNXM169345@MNXD1
YALI1E28631g,4.4.1.5,MNXR130089,,,,no,MNXM164811|MNXM165126,1 MNXM164811@MNXD1 = 1 MNXM165126@MNXD1
YALI1E28631g,4.4.1.5,MNXR130198,,,,no,MNXM165349|MNXM169346,1 MNXM165349@MNXD1 = 1 MNXM169346@MNXD1
YALI1E28631g,4.4.1.5,MNXR130873,,,,no,MNXM164290|MNXM166322,1 MNXM164290@MNXD1 + 1 MNXM490899@MNXD1 = 1 MNXM166322@MNXD1
YALI1E28631g,4.4.1.5,MNXR130083,,,,no,MNXM164318|MNXM166468,1 MNXM164318@MNXD1 + 1 MNXM490899@MNXD1 = 1 MNXM166468@MNXD1
YALI1E28631g,4.4.1.5,MNXR130085,,,,no,MNXM168764|MNXM66204,1 MNXM168764@MNXD1 = 1 MNXM490899@MNXD1 + 1 MNXM66204@MNXD1
YALI1E28631g,4.4.1.5,MNXR100355,R_LGTHLc,R02530,GLYOXI-RXN,yes,,1 MNXM1093274@MNXD1 = 1 MNXM310@MNXD1 + 1 MNXM490899@MNXD1
YALI1E28631g,4.4.1.5,MNXR130092,,,,no,MNXM163996|MNXM164811,1 MNXM163996@MNXD1 = 1 MNXM164811@MNXD1
YALI1E28631g,4.4.1.5,MNXR130041,,,,no,MNXM167833,1 MNXM1093274@MNXD1 = 1 MNXM167833@MNXD1
YALI1E28631g,4.4.1.5,MNXR130102,,,,no,MNXM167822|MNXM169067,1 MNXM167822@MNXD1 = 1 MNXM169067@MNXD1
